Section Name,Question Text,Response,Brand
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",no packing slips with our orders,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"hoods , doors/ door skins , bumpers , chrome moldings , windshields",K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,intake manifolds 4 in one year broken,K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",MISPICKS,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"SHEET METAL, MOLDINGS, BUMPER COVERS",K
Condition of Shipments,What three product types tend to have the most damages to the product?,"SHEET METAL, MOLDINGS, BUMPER COVERS",K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,parts in bigger boxes,K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",receive parts for different dealer,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,grilles packaged in boxes.,K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",receive parts for different dealerships.  also the warehouse sometimes does not get parts to the dock in time for Lanter to get them before departure time.,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"Windshields, headlights, taillights",K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",package error,K
Condition of Shipments,What three product types tend to have the most damages to the product?,"Windshields, headlights, taillights",K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"Doors need better packaging, hoods need better packaging, heavy parts not packaged in stronger shipping boxes (A Telluride differential arrived with the packaging completely destroyed and soaked in oil last week)",K
Condition of Shipments,What three product types tend to have the most damages to the product?,"Sheet metal, absorbers, fiberglass components (carriers and impact bars)",K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",Mispicks happen once in a while. Receive parts for different dealership happens once in a while. Warehouse errors have gone down considerably over the past couple years.,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"Sheet metal,bumper covers,",K
Condition of Shipments,What three product types tend to have the most damages to the product?,"Sheet metal,bumper covers",K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?","Mispicks,under picks,overpicks,wrong parts wrong dealer",K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",WRONG SIDE IN WRONG BOX,K
Condition of Shipments,What three product types tend to have the most damages to the product?,WINDSHIELDS,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,WINDSHIELDS,K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",NO PACKING LIST ALMOST DAILY WITH ONE OF OUR ORDERS,K
Condition of Shipments,What three product types tend to have the most damages to the product?,"exhaust tips, every bumper, windshields",K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"exhaust tips, every bumper, windshields",K
Condition of Shipments,What three product types tend to have the most damages to the product?,"body parts, filters air and oil, wiper blades",K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",I seldom see many PDC shipping errors But I did see a part intended for another dealer. From time to time there is a short.,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"body parts, filters air and oil, wiper blades",K
Condition of Shipments,What three product types tend to have the most damages to the product?,windshields moldings bumpers,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,windshields moldings bumpers,K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",mispick,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,Windshields from out of state Quarter Panels from out of state Door glasses from out of state,K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",Receive parts that dont belong to us,K
Condition of Shipments,What three product types tend to have the most damages to the product?,MOULDING,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"CARRIERS, MOULDINGS, TRIMS",K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,Brake pad boxes come split open all the time.,K
Condition of Shipments,What three product types tend to have the most damages to the product?,Small trim items like chrome window strips. These items are packaged in a thin clear bag with a thin layer of foam attached to the part. The moment in goes into the shipping box with other parts they get damaged. These items need stiff boxes to stay straight and protect them from impacts.,K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",Overage.,K
Condition of Shipments,What three product types tend to have the most damages to the product?,GLASS,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,GLASS GLASS GLASS,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,DRIVE AXLES,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,Smaller boxes crushed by the larger ones,K
Condition of Shipments,What three product types tend to have the most damages to the product?,"fuel pumps, sensors, and such",K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",Under-picks.  Warehouse errors are very rare.  99% of our shipping errors are due to Command taking parts to the wrong dealership.,K
Condition of Shipments,What three product types tend to have the most damages to the product?,"Glass from other PDCs, bumpers, body panels",K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"Heavy parts shipped from other PDCs, i.e. compressors, and alternators.  They just slap a shipping label on the original box and ship the part.",K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?","shortages, more items should go in the cages from PDC to trucking company, too many loose boxes coming in that are packaged up with one part in them, we are appreciative in minimal damages but the time and materials exhausted on your end could be reduced and would also speed up our check in process.",K
